0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,class
-195.3337,99.1228,-16.376387,2.736345,-14.817549,-22.510544,-14.410313,-6.283827,-17.809626,-0.2787296,-11.932,-3.062605,-15.994421,-1.8626724,-6.700394,-9.548225,-8.267225,-6.7928634,-9.430692,-1.4424666,-7.456474,0.2315329,-5.565037,-4.3532844,-3.779413,-3.4439209,-6.7848186,-0.92300117,-8.063195,2.538721,1.2566377,-3.357098,-2.5204792,4.898763,-8.849052,-5.5364404,6.487752,2.643556,-13.8998,3.7145097,car_horn
-200.00314,79.350815,-13.392574,17.59861,-14.156728,-16.691835,-7.9829426,-8.638725,-20.973171,-0.72656876,-10.11134,-15.03731,-1.3193889,-6.775376,-18.799446,2.1031506,-7.04519,-9.431713,-6.4541073,1.7545787,-11.910585,0.7024322,-1.1222104,-0.158391,-8.033324,0.16121876,-7.1408997,-6.270379,-0.8416076,-2.0765982,-7.7962546,2.2160046,-6.2094283,-1.2025732,-2.6098764,-3.5181673,-7.168769,2.0076897,-7.0515866,-2.4559565,car_horn
-196.05116,90.81921,-17.248508,14.91505,-9.0664425,-14.556082,-11.626996,-2.502079,-25.55842,0.66376,-7.8976974,-5.485176,-14.353751,-2.0565655,-9.998082,-6.8425155,-10.2628,-4.095934,-7.88637,-6.913094,-8.490551,-3.3692784,-6.5900397,-4.111843,-4.8383923,-3.8406694,-5.873649,1.4345018,-2.583355,-2.1610386,-5.161287,3.5246646,-1.6123946,-2.2043881,-5.0678115,2.885824,-4.283109,-6.0492606,-1.5611686,3.4540265,car_horn
-114.125336,53.49515,-10.338029,10.012977,2.326179,-16.321623,-21.841566,5.2165275,-22.578327,-4.0594196,-7.6487203,0.7123695,-9.819507,-4.2332945,-7.8934135,-3.8234577,-7.8306146,-1.8557625,-0.6294229,-1.3264302,-8.024947,-3.8974967,-4.053612,-3.3355377,-5.2199345,-1.9382658,-4.388594,-2.0354316,-4.8002496,-2.5769522,-8.790586,-0.17283559,0.0150701115,0.2659126,-4.680752,2.730676,-1.0894791,-1.6712946,-4.226285,1.4178874,car_horn
-272.6298,96.86443,-86.22162,-9.168317,4.169064,-16.863977,-13.483451,-0.15073444,-6.5874715,12.746602,11.142547,10.575512,2.8224592,1.1033576,-5.579168,2.5960612,3.2115486,2.1094527,-1.9883207,8.947316,5.0020285,1.4041766,4.057379,1.4149212,-2.9597342,5.9678926,-1.0870236,4.122338,0.877004,2.30225,3.1168427,2.833068,-2.623472,2.1117995,0.42967758,3.1507876,0.7439055,1.3192832,1.5101154,1.9387918,dog_bark
-291.95013,100.77206,-94.797745,-11.993613,7.0691833,-18.43842,-16.285732,-1.0658543,-8.600837,10.796624,11.014715,12.148184,2.7213538,-3.7608755,-7.227092,-0.29724872,1.9146482,-0.36777586,-3.887914,8.959189,7.121767,-0.23361334,1.6994427,-0.6930373,-5.020294,3.6768932,0.009415952,1.2339574,-1.223079,2.9428923,4.9246163,1.185976,-3.2273169,0.3279191,-0.35106027,2.9693117,-0.6887464,0.11192948,0.8619808,2.3696713,dog_bark
-300.3544,102.79726,-90.32627,-12.500052,9.068972,-20.856758,-16.338366,-2.211881,-5.5252585,13.168405,9.198417,9.296825,1.711563,-2.1704614,-4.062697,0.1123187,-0.850783,0.93689847,-1.4158537,5.6048274,2.7071123,-1.263104,3.073265,0.5550309,-4.735775,4.591243,1.0571487,-0.76241684,1.0139122,2.2850354,2.344614,0.22947416,-0.31920636,0.095900826,0.5807674,0.8455527,-0.19352975,0.027847378,0.8409926,0.7806426,dog_bark
-298.82608,103.67768,-94.644806,-13.064194,10.258672,-25.48512,-16.722872,-4.510607,-4.0122824,13.7544,13.553984,11.025494,0.5917391,-4.2467036,-7.347639,0.12544945,2.3478816,-0.40762478,-1.4815537,6.525729,4.814185,-2.1755378,1.5744405,-0.28350443,-3.1745458,3.3976007,2.754978,-0.33634672,2.1565473,2.8833845,0.91614705,-0.9698021,-2.0000365,1.3766825,1.8155655,0.15778306,0.7659478,1.1506933,1.8007007,0.10701862,dog_bark
-324.0375,81.677765,-77.17256,-31.382872,12.934333,7.1484094,-0.73404133,7.4032154,-3.9476604,-4.028885,2.026504,6.122226,8.211034,6.5104094,4.3782516,0.5496081,-7.0699716,-0.04684413,4.3546557,0.015871301,-2.081996,-0.29241765,3.967198,1.2423126,1.2246825,2.7646365,-3.2701902,-1.6821793,0.94282275,2.1092014,-0.19633782,0.5060246,2.7040503,1.5026358,-1.4314189,-1.1906527,0.59231406,0.40240672,3.12278,-0.15257804,dog_bark
-336.19812,110.959335,-69.60012,-43.58158,1.0348848,0.34489748,-11.641599,3.2430506,2.4547048,15.228357,7.1552143,-5.737228,0.06545919,5.2164807,2.834629,8.201495,1.8624951,-1.3827105,-7.1284814,0.34769043,4.471466,1.5606714,3.382174,-0.28481305,-2.6730323,1.0592399,-1.0198085,-0.005668949,1.5567789,4.59023,0.6919117,0.15350999,0.020034835,-0.5798586,-1.5703802,1.5363681,2.0833983,-1.0640131,-1.4403962,1.3870953,dog_bark
-347.94595,104.199356,-70.17334,-39.588703,3.238104,2.3974915,-10.652913,5.82404,3.4268959,14.354027,4.0092807,-9.973881,-1.6792285,9.167315,6.285728,7.09827,-0.5563764,-3.278954,-10.374299,0.13376835,6.788349,4.3237243,4.193164,-1.6409206,-5.771618,0.00017931282,-1.0008516,0.5258498,3.1080375,5.4318395,-2.1027968,-1.3987721,1.5260352,0.15088414,-1.82233,2.632903,1.2095007,-2.9525692,-1.8716928,2.7219663,dog_bark
-337.91812,109.692444,-73.11418,-42.995564,4.8621855,3.989877,-12.979727,2.450355,-0.11945321,11.741177,3.0511906,-9.380275,0.66853577,10.189744,8.3902445,8.086533,-1.2592058,-2.8343296,-10.004154,-1.1844245,4.2919087,3.5057175,3.0768213,-1.5393606,-3.718189,1.6375538,-1.2122713,1.1026657,2.9231908,5.4217615,-2.52302,-1.158174,1.9740634,1.4599787,-1.1799525,0.75000125,0.24914123,-1.9719636,-0.20592159,2.764385,dog_bark
-49.107483,71.483604,-40.426373,37.456017,7.3168073,11.3061695,9.10106,5.0313587,-2.3095415,1.4629979,-4.301825,5.503914,-2.359694,8.491951,-4.320503,7.6467977,-3.8173914,4.7434254,-2.8253093,6.2865605,-2.271097,-0.032426745,-0.45552042,2.643709,-3.0691824,0.3438935,-3.1739516,-1.0660815,-1.5326252,-2.5646794,-5.687968,-2.2636948,-3.6698873,-0.1647754,-2.5021625,1.6673515,-1.4297131,2.588717,-4.285008,1.8712668,air_conditioner
-46.19962,73.00435,-40.526543,37.995495,8.007901,11.861319,9.544369,4.650113,-3.0330126,1.6128087,-3.746855,5.3661127,-2.6387918,8.729911,-3.9322107,7.798013,-3.7944212,5.323426,-2.6808531,6.4947157,-1.7739371,0.3366649,-0.36715314,3.1062462,-3.5319436,0.3047964,-2.8583195,-1.1407982,-1.3460286,-2.1003876,-6.1401615,-3.219016,-4.0829654,0.26395133,-2.3529985,1.8562647,-1.4246988,2.2444232,-4.802972,1.61705,air_conditioner
-37.8722,68.41028,-35.88687,37.11995,9.585915,12.233937,7.288043,5.462133,-3.051937,2.454188,-2.1637053,4.873845,-2.4307394,8.985185,-3.9561696,7.401003,-2.4565094,4.5052795,-2.9093041,7.866448,-1.4053274,0.89267194,-1.0542679,3.6185231,-2.8455656,0.5638753,-3.2752914,-0.96426487,-2.7240546,-2.3253503,-5.65549,-1.8820539,-2.9036388,0.78131104,-1.3503866,1.337414,0.12903674,2.4593158,-3.0923939,0.9770293,air_conditioner
-38.783283,67.95723,-35.537212,37.295795,9.238687,12.37748,6.7706065,5.023966,-2.823975,2.1472573,-2.3000124,5.092472,-1.625202,8.836747,-3.918666,7.0917106,-1.9536394,5.4018207,-2.2019687,7.9625893,-2.1940346,0.45820525,-1.6605052,3.7567902,-2.797986,-0.19607848,-4.1060705,-1.2174532,-3.1408525,-1.6724435,-5.450692,-1.8730854,-3.0847273,0.1523395,-1.7821729,1.4889328,-0.09843438,2.1792908,-3.0450654,1.4510276,air_conditioner
-44.694904,69.14155,-36.832695,37.607647,7.2207513,12.550011,7.7139306,4.5007343,-2.9730997,2.3239923,-2.1427155,4.163536,-1.2878342,8.33248,-4.059995,7.1623945,-1.7236717,5.6072297,-2.3355734,8.00814,-2.1846209,0.9898386,-1.6983032,4.138728,-3.1870904,-0.2041256,-4.3053036,-0.31171322,-3.1732354,-1.67606,-5.5027604,-2.0236492,-3.2053158,0.19895944,-1.7010539,1.13203,-0.49906534,1.8939488,-3.1026573,1.1970992,air_conditioner
-47.72907,69.42536,-37.333828,38.019413,6.1446853,12.263909,8.405635,4.376227,-2.9506402,2.291645,-1.6858431,3.6278062,-1.6906823,8.518679,-3.590596,7.033024,-1.3502783,5.181179,-2.9398038,7.964941,-2.0903933,1.0535246,-1.7314905,3.431225,-3.302982,0.8180062,-3.5897033,0.7302455,-2.6938398,-1.4941639,-5.2735662,-1.4459926,-2.566471,0.22436012,-1.1916387,1.0537416,-0.46544254,1.8196969,-2.7813957,1.4139434,air_conditioner
-47.441254,69.24389,-37.3081,38.70163,6.1191716,11.547617,7.8702073,4.513675,-2.4988675,1.750026,-1.6259505,3.8213508,-1.8484949,8.633202,-3.0962179,7.4223194,-1.3841329,4.7199745,-3.0573475,7.725779,-3.2255368,0.7291527,-2.2879646,2.8753428,-2.912003,0.969532,-3.7792659,1.0847027,-2.619531,-1.2755942,-5.2782288,-1.6814811,-3.0766912,0.05733913,-1.2835768,1.4292434,-0.25367066,1.377933,-2.7000794,1.3425922,air_conditioner
-46.385418,69.78547,-37.292126,39.24993,7.0652742,11.857746,7.896991,4.3080244,-2.0461876,1.504399,-1.7588134,4.2575154,-1.8287137,8.70488,-3.3313122,7.585614,-1.7823557,4.9762917,-3.0145721,7.914291,-3.3153634,1.1832405,-2.1322124,3.2157772,-2.5227852,0.6082069,-4.3168073,0.63605237,-2.9531143,-1.4714491,-5.2471185,-2.2795985,-3.3661623,-0.04168737,-1.9715647,1.7957443,-0.56138736,1.1363341,-2.9349334,0.8222359,air_conditioner
-46.412262,69.08655,-36.857124,38.860283,7.693634,12.227965,8.356616,3.8516817,-2.0794551,1.6341941,-2.3703005,4.430854,-1.515852,9.361595,-3.970694,7.43839,-1.71367,5.1035857,-3.181222,8.482018,-2.5097737,1.4758573,-1.784323,3.2155395,-2.9017818,0.5837504,-4.3908463,0.33158,-2.9419732,-1.6716808,-4.9743834,-1.8061752,-2.4671698,-0.44807038,-2.4160745,1.5346037,-0.82450444,1.795797,-2.702798,0.9727561,air_conditioner
-46.128696,69.59732,-36.86685,37.628094,6.833951,11.823671,8.711224,4.3545923,-1.6713076,2.3676941,-2.451148,4.7256966,-1.3997139,9.396878,-4.03683,7.3451967,-1.9594115,5.283438,-2.9658804,8.866302,-2.3253055,1.4070461,-2.0804715,3.4456103,-3.326742,0.822698,-4.102098,-0.13796991,-3.1730764,-1.9054135,-5.2634296,-1.7535707,-2.7153907,-0.62897736,-2.2203414,0.815164,-1.0124239,1.6215681,-2.4509223,1.1672049,air_conditioner
-45.942654,70.56926,-37.514675,36.638252,6.4486423,11.162409,8.465849,5.317442,-1.814519,1.791228,-2.1095407,4.4876904,-1.8644788,8.736367,-4.2598205,7.752643,-1.7332172,5.185298,-3.138371,8.486921,-2.9748034,1.0725884,-2.2537608,3.319527,-3.336681,0.9832695,-3.3341455,-0.27349553,-3.8618834,-2.238256,-5.8705096,-1.9647999,-3.2590258,-0.5613294,-1.7202678,0.72813326,-1.1146237,1.6294171,-2.4564667,0.9577109,air_conditioner
-46.25084,70.96993,-37.44435,36.633137,6.0789814,11.613296,8.626876,6.046276,-2.0910866,1.4054227,-2.2929697,3.9723701,-1.8567075,8.609236,-4.308931,7.976764,-1.8604697,4.863896,-3.583079,8.45515,-2.99175,1.3378998,-1.9167101,3.0364323,-3.1517031,1.024817,-3.0589445,-0.22631077,-3.69353,-1.6822042,-6.011357,-1.9065021,-3.3563917,-0.3014787,-1.4535569,0.8160479,-0.91948354,2.0870097,-2.3562393,0.97424555,air_conditioner
-46.912815,73.38937,-40.260193,37.912872,7.8313093,11.815092,9.59037,4.6990104,-2.8243454,0.6941607,-3.7749848,5.726109,-2.2025886,8.545078,-4.180477,7.8559513,-4.050202,5.406941,-2.611109,7.0535855,-1.3927135,0.38926283,-0.34273925,3.2873092,-3.8778777,0.28479862,-3.0366511,-0.86026716,-1.7014389,-2.3640974,-5.9467363,-3.0670962,-3.8874035,0.53925276,-2.089524,1.6904279,-1.127384,2.6532679,-4.4363804,1.5514005,air_conditioner
-45.35688,68.44755,-35.749767,37.154884,7.220881,12.618041,9.073678,5.6341963,-2.7365673,2.523419,-2.9502988,3.959933,-1.205246,8.9144535,-3.7054787,7.6368403,-1.8103719,5.9978266,-3.0297103,8.649935,-2.268924,1.6621866,-1.7888592,3.7723,-2.4538534,0.7621063,-3.55265,0.051044166,-3.5618918,-2.0360022,-6.0349884,-2.5435688,-3.926357,-0.39998773,-1.6197491,0.9921062,-0.61415565,1.9797775,-2.4716375,1.4449395,air_conditioner
-46.108677,67.119,-35.378838,38.147648,8.900291,13.20641,8.581216,5.277667,-3.2560008,2.390097,-2.775853,3.1824415,-1.1457604,8.456745,-3.964488,7.736619,-1.7858456,6.3299017,-2.5086246,8.546398,-2.7544954,1.0976242,-1.4677418,3.8051348,-2.6857202,0.9741031,-4.068082,0.10331127,-3.9561517,-3.2293546,-7.197349,-3.3955643,-4.1460996,-0.9467759,-1.7733502,1.3946347,-0.40234092,1.8205392,-2.5557477,1.4807471,air_conditioner
-47.443924,69.16799,-35.942867,38.316174,8.900848,13.067092,7.6649065,6.065235,-3.0848162,1.3093705,-2.516488,2.3935716,-1.2334197,8.327068,-4.2780147,7.912314,-2.8580868,5.5756025,-3.088578,8.545214,-2.9646084,1.5160861,-0.8097575,3.4766617,-3.1804059,1.1503556,-4.459458,-0.00992426,-4.296109,-3.1270385,-7.852686,-3.2575727,-3.7024145,-1.3087974,-1.834858,1.091452,-0.5759039,1.931376,-2.389987,1.5887436,air_conditioner
-47.581078,69.332466,-35.819736,37.65617,8.606262,12.32211,6.930005,6.3111734,-3.641277,1.2423584,-2.7833877,2.0207717,-1.8100789,8.439632,-4.257361,7.6431456,-2.958541,5.663582,-3.57807,8.204922,-2.4743261,1.879584,-0.97190654,3.448209,-2.748831,1.9702628,-4.5009446,0.49704134,-4.257308,-2.8897746,-7.1819787,-2.5388277,-3.5387464,-1.444068,-2.0729868,0.44543386,-0.8513081,1.4577699,-2.6662173,2.0856836,air_conditioner
-46.898777,68.946655,-36.324722,37.892635,9.092317,11.891161,6.8374615,6.5690312,-3.6354318,1.1201981,-2.308253,2.1763947,-2.4326363,7.656556,-4.5402822,7.42959,-3.7061863,5.040424,-3.8608136,8.021067,-2.367982,1.6965085,-1.0657741,3.2008505,-2.8207686,2.135626,-4.3042717,0.76712644,-3.428706,-2.1470122,-7.062404,-2.6494856,-3.42531,-1.236469,-1.6058004,0.6616137,-0.47920862,1.4394249,-2.581506,1.98556,air_conditioner
-45.809055,68.1664,-36.23297,38.091522,9.578729,11.759236,6.890285,6.8798757,-2.8882356,0.74867964,-2.3723836,2.232067,-2.4361424,6.78615,-4.489894,7.7275276,-4.423689,3.8914237,-4.176096,7.9516997,-2.6427069,1.57824,-0.80653745,3.0996587,-2.8016315,1.7963723,-4.5005136,0.40066618,-3.6870794,-2.0586896,-6.777011,-2.6855373,-3.7612333,-1.3596895,-1.7641963,1.1839207,-0.33390543,1.2716141,-2.550399,1.8813282,air_conditioner
-45.96941,68.22872,-35.18634,37.805515,8.658763,11.744919,6.643675,5.896799,-3.709823,1.0600046,-2.9447162,1.2507279,-2.481705,6.71097,-4.878312,7.2252197,-3.711976,3.868111,-4.5260353,7.8418164,-2.7600622,1.3759412,-0.8822458,2.9786716,-3.3716145,1.4017239,-5.0051866,0.102332056,-4.6060467,-3.0170164,-6.4856167,-2.6473293,-4.24352,-1.6297611,-2.9111445,0.24861766,-1.2477134,0.8543859,-2.4975603,1.9955059,air_conditioner
-47.02263,68.567764,-34.515987,37.84547,8.631572,12.265919,6.47912,5.207614,-4.3148546,1.3010749,-2.654076,0.924831,-2.2236032,7.2934713,-5.417527,6.5457616,-2.9445374,4.936656,-4.5240974,8.378775,-2.0067856,1.2994462,-1.1031173,2.906679,-3.8446221,0.8068147,-4.8329015,0.2155336,-4.9139185,-3.3284793,-6.7312884,-2.938622,-4.722265,-2.153893,-3.3003762,-0.9828202,-1.7059709,1.0940058,-2.4822788,2.2105417,air_conditioner
-46.816418,68.39322,-34.544693,37.05084,8.773293,12.632483,6.1841,4.8980255,-4.118702,1.8834285,-1.8844513,1.0104907,-2.180365,7.377742,-5.3835063,6.6724534,-3.0521903,4.7223706,-4.649442,8.598963,-1.7317266,1.6115535,-0.86287427,3.527729,-2.7974844,0.69584817,-4.9606023,0.23692901,-4.7564945,-3.676061,-6.9770875,-3.2745893,-4.8904195,-2.5485322,-3.4527597,-0.8957349,-1.4056704,1.3213654,-2.5336547,2.5548,air_conditioner
-44.65843,67.51676,-33.255424,36.20835,8.4476185,12.25914,6.254152,4.7747684,-4.151856,2.854615,-1.747928,0.64576393,-2.1110394,7.217312,-5.344338,6.122917,-3.1375062,4.688429,-4.3970695,8.349947,-2.109023,1.7409748,0.032432016,4.3745384,-1.7742254,1.1077554,-5.167784,-0.16751541,-4.8211975,-3.8626082,-6.7173944,-3.0634868,-4.58233,-2.430476,-3.0389116,-0.7157633,-1.7814165,1.2021197,-2.2144582,2.3362632,air_conditioner
-46.466022,73.48496,-39.630974,37.85529,7.9536223,11.901846,8.730263,4.987537,-2.853922,0.5218012,-4.0297766,5.81899,-2.4124675,8.725374,-3.9632099,8.229987,-3.6862376,5.0648484,-3.1333618,6.856482,-1.9666653,0.16398361,-0.337273,3.8697405,-3.5259762,0.03746632,-3.524754,-0.8181294,-2.3374927,-2.526306,-5.9783745,-2.865148,-3.991899,0.3372629,-2.287386,1.4520404,-0.7369655,2.573912,-4.1617,1.9555355,air_conditioner
-40.487823,65.09179,-31.316235,36.41401,9.67709,12.132743,7.272362,6.024286,-3.6592553,3.3625128,-1.5475428,1.9042964,-0.78547645,8.312235,-4.601144,6.7311172,-2.133456,4.8302298,-3.0382917,8.419699,-1.7753675,1.432,0.5331937,4.1243563,-1.2772926,1.5380641,-4.57621,-0.22904696,-4.44504,-3.5745468,-6.348646,-2.4745345,-4.4942756,-2.0401466,-2.6638532,-0.31990108,-1.4239306,1.4309089,-1.9546378,2.3801374,air_conditioner
-44.0889,72.40476,-39.08241,38.116844,8.316432,11.747331,7.868414,4.9084034,-3.190971,1.3762445,-3.600375,5.487387,-2.64086,9.45015,-4.0018272,7.921897,-2.573673,6.017743,-3.3113034,6.8462706,-2.5023584,-0.25094455,-0.566193,3.5526195,-2.8920994,0.57735133,-3.3818388,-0.6569272,-2.9339757,-2.5224483,-6.1367598,-2.2659557,-3.7306392,0.09669295,-2.225444,1.7359248,-0.57540005,2.6416862,-3.7221305,2.1617239,air_conditioner
-42.705498,71.21645,-38.80762,38.02761,8.088241,11.963847,8.257113,5.1896977,-2.6336038,1.2880294,-3.2808654,5.0715904,-2.5465193,9.592479,-4.700443,7.403111,-1.964339,5.808097,-3.8852134,7.24113,-2.0822723,-0.10476839,-1.057652,3.1159756,-3.069242,1.3360248,-2.830965,-0.61155736,-3.3845842,-2.154089,-5.780772,-2.425195,-3.6545346,-0.041826047,-2.2720258,1.8477128,-0.37594736,2.9855847,-3.4723628,2.0908659,air_conditioner
-43.04792,70.08624,-38.556686,37.839832,8.368865,12.044212,7.874571,4.9019895,-2.5566256,1.0272089,-3.5564518,4.9464254,-2.9511855,9.13699,-5.0758,7.1067996,-2.2328897,5.4886093,-4.0577536,7.4693356,-1.4002373,0.43487597,-1.1614379,3.9872422,-3.0089958,1.0062239,-3.1099796,-0.5134161,-3.2245557,-2.2301931,-5.705819,-2.3501306,-3.3969572,0.035725247,-2.1894877,1.6866559,-0.29315877,2.7838671,-3.5961936,1.7673846,air_conditioner
-40.61719,67.603584,-38.983635,36.54466,9.4625,11.96099,6.633897,3.3286405,-2.4844587,1.4442395,-4.223605,4.800242,-3.100127,8.548757,-4.7848077,7.249332,-2.424217,6.729791,-2.8213708,7.166216,-0.7936994,0.25711012,-1.1289387,4.6245704,-2.8944829,0.87975836,-3.3248723,0.02002844,-2.5860279,-2.1835506,-6.0561495,-1.9888216,-3.1434333,0.010026601,-1.5525031,1.9085058,-0.3656185,2.2424529,-4.0737395,1.1759183,air_conditioner
-40.44513,68.16036,-38.941456,36.114235,8.79841,11.820069,6.6920404,3.836574,-2.2083373,1.4027151,-3.7462244,4.6981926,-3.3446546,8.703213,-4.848224,7.1921854,-2.4997633,6.4648805,-2.441904,7.4535394,-1.0062671,0.9109303,-1.3106564,4.1415105,-2.89593,0.3880071,-3.304866,0.053190343,-2.5218906,-2.3081133,-6.280627,-2.056226,-2.9077404,0.003660599,-1.7532239,1.985068,-0.10630509,2.184051,-3.9527242,1.0348046,air_conditioner
-41.79047,69.71592,-37.55908,37.22351,8.4453125,11.960585,7.551861,5.514931,-2.9531295,1.4622676,-2.6513207,4.636457,-3.1015706,9.030719,-4.9122906,7.3690376,-2.7928524,4.6182904,-3.0070174,7.900186,-1.4572617,1.7083218,-0.9206931,3.6685483,-2.8892894,-0.07962879,-3.4967945,-0.1928608,-2.6754293,-2.8500972,-6.2082744,-1.9397668,-2.6344776,0.7719297,-1.7785012,1.4679499,0.29887787,2.8360124,-3.284776,0.8411671,air_conditioner
-184.81583,23.799057,-51.840645,-5.3171353,-12.50007,-10.222601,-8.114817,3.9931936,-2.581714,0.5699619,0.35835117,9.306672,-2.243751,3.2840002,2.3076496,9.277752,-1.2454809,5.3353553,-2.7727115,0.613155,-1.2078671,-1.1144364,-1.8870349,0.93112826,-2.3079705,8.74677,-2.422683,4.430982,-2.520449,2.0096364,-4.0423055,3.1093855,-2.0805688,2.1655128,-3.8676999,3.0774522,-1.7478447,1.6868681,-0.43397734,3.6114423,dog_bark
-66.693245,29.730732,-58.10033,-11.508693,-21.295568,-14.647393,-14.07329,-0.6696185,-6.504671,2.918429,4.6849017,9.945073,1.9252944,6.6486225,-0.1223904,5.7616286,-2.5038028,2.9474504,-4.3559055,-2.5113852,-5.0083437,-1.3628569,0.15387422,3.8809526,0.52966565,9.1869,0.2358305,4.5669985,-1.9908856,3.641339,-1.2159177,4.9223504,-1.6482501,-0.14349249,-3.8364344,0.78722507,-3.9878747,-0.46522212,-0.68730956,2.2258415,dog_bark
